title,title_type,genre,runtime,mpaa_rating,thtr_rel_year,thtr_rel_month,thtr_rel_day,imdb_rating,imdb_num_votes,critics_rating,critics_score,audience_rating,audience_score,best_pic_nom,best_pic_win,best_actor_win,best_actress_win,best_dir_win,top200_box,director,imdb_url,rt_url
The Color of Money,Feature Film,Other,119.0,R,1986.0,10.0,8.0,7.0,56185,Fresh,90.0,Upright,73.0,no,no,yes,no,yes,no,Martin Scorsese,http://www.imdb.com/title/tt0090863/,//www.rottentomatoes.com/m/color_of_money/
Knightriders,Feature Film,Drama,146.0,R,1981.0,1.0,1.0,6.4,3138,Fresh,82.0,Upright,61.0,no,no,no,no,no,no,George A. Romero,http://www.imdb.com/title/tt0082622/,//www.rottentomatoes.com/m/knightriders/
The Company You Keep,Feature Film,Mystery & Suspense,125.0,R,2013.0,4.0,5.0,6.4,25264,Rotten,55.0,Spilled,45.0,no,no,no,yes,yes,no,Robert Redford,http://www.imdb.com/title/tt1381404/,//www.rottentomatoes.com/m/the_company_you_keep/
Madea Goes to Jail,Feature Film,Drama,103.0,PG-13,2009.0,2.0,20.0,4.1,9424,Rotten,29.0,Upright,70.0,no,no,no,no,no,no,Tyler Perry,http://www.imdb.com/title/tt1142800/,//www.rottentomatoes.com/m/madea-goes-to-jail/
Every Which Way But Loose,Feature Film,Action & Adventure,114.0,PG,1978.0,12.0,20.0,6.2,16681,Rotten,31.0,Spilled,56.0,no,no,no,no,no,no,James Fargo,http://www.imdb.com/title/tt0077523/,//www.rottentomatoes.com/m/every_which_way_but_loose/
Strictly Business,Feature Film,Drama,83.0,PG-13,1991.0,11.0,8.0,5.3,1308,Rotten,10.0,Spilled,56.0,no,no,no,no,no,no,Rolando Hudson,http://www.imdb.com/title/tt0102996/,//www.rottentomatoes.com/m/strictly_business/
Once,Feature Film,Musical & Performing Arts,85.0,R,2007.0,5.0,18.0,7.9,87215,Certified Fresh,97.0,Upright,91.0,no,no,no,no,no,no,John Carney (V),http://www.imdb.com/title/tt0907657/,//www.rottentomatoes.com/m/once/
Beverly Hills Cop,Feature Film,Action & Adventure,105.0,R,1984.0,12.0,1.0,7.3,121245,Certified Fresh,83.0,Upright,81.0,no,no,no,no,no,yes,Martin Brest,http://www.imdb.com/title/tt0086960/,//www.rottentomatoes.com/m/beverly_hills_cop/
The Raven,Feature Film,Mystery & Suspense,110.0,R,2012.0,4.0,27.0,6.4,71112,Rotten,22.0,Spilled,46.0,no,no,no,no,no,no,James McTeigue,http://www.imdb.com/title/tt1486192/,//www.rottentomatoes.com/m/the_raven_2012/
Nick and Norah's Infinite Playlist,Feature Film,Comedy,90.0,PG-13,2008.0,10.0,3.0,6.7,72295,Fresh,74.0,Upright,65.0,no,no,no,no,no,no,Peter Sollett,http://www.imdb.com/title/tt0981227/,//www.rottentomatoes.com/m/nick_and_norahs_infinite_playlist/
Attack of the 50 Foot Woman,TV Movie,Other,90.0,R,1993.0,12.0,11.0,3.8,2289,Rotten,22.0,Spilled,21.0,no,no,no,no,no,no,Christopher Guest,http://www.imdb.com/title/tt0106317/,//www.rottentomatoes.com/m/1050445-attack_of_the_50_foot_woman/
The Sum of All Fears,Feature Film,Drama,124.0,PG-13,2002.0,5.0,31.0,6.4,84191,Rotten,59.0,Spilled,49.0,no,no,no,no,no,no,Phil Alden Robinson,http://www.imdb.com/title/tt0164184/,//www.rottentomatoes.com/m/sum_of_all_fears/
The Interview,Feature Film,Comedy,112.0,R,2014.0,12.0,25.0,6.6,235529,Rotten,51.0,Spilled,48.0,no,no,no,no,no,no,Seth Rogen,http://www.imdb.com/title/tt2788710/,//www.rottentomatoes.com/m/the_interview_2014/
Let the Right One In,Feature Film,Drama,115.0,R,2008.0,1.0,26.0,8.0,168032,Certified Fresh,98.0,Upright,90.0,no,no,no,no,no,no,Tomas Alfredson,http://www.imdb.com/title/tt1139797/,//www.rottentomatoes.com/m/let_the_right_one_in/
Volcano,Feature Film,Drama,104.0,PG-13,1997.0,4.0,25.0,5.4,56329,Rotten,44.0,Spilled,31.0,no,no,no,no,no,no,Mick Jackson,http://www.imdb.com/title/tt0120461/,//www.rottentomatoes.com/m/1076267-volcano/
Nostalgia for the Light,Documentary,Documentary,90.0,Unrated,2011.0,3.0,18.0,7.6,2849,Certified Fresh,100.0,Upright,84.0,no,no,no,no,no,no,Patricio Guzman,http://www.imdb.com/title/tt1556190/,//www.rottentomatoes.com/m/nostalgia_for_the_light/
Where the Heart Is,Feature Film,Drama,120.0,PG-13,2000.0,4.0,28.0,6.8,26360,Rotten,35.0,Upright,77.0,no,no,no,yes,no,no,Matt Williams,http://www.imdb.com/title/tt0198021/,//www.rottentomatoes.com/m/1096832-where_the_heart_is/
The Cake Eaters,Feature Film,Art House & International,86.0,R,2007.0,4.0,29.0,6.5,5762,Fresh,64.0,Spilled,48.0,no,no,no,no,no,no,Mary Stuart Masterson,http://www.imdb.com/title/tt0418586/,//www.rottentomatoes.com/m/the-cake-eaters/
The Darwin Awards,Feature Film,Drama,94.0,R,2006.0,7.0,5.0,5.9,8521,Rotten,25.0,Spilled,45.0,no,no,no,no,no,no,Finn Taylor,http://www.imdb.com/title/tt0428446/,//www.rottentomatoes.com/m/darwin_awards/
Kick-Ass 2,Feature Film,Action & Adventure,103.0,R,2013.0,8.0,16.0,6.6,191935,Rotten,30.0,Spilled,58.0,no,no,no,no,no,no,Jeff Wadlow,http://www.imdb.com/title/tt1650554/,//www.rottentomatoes.com/m/kick_ass_2_2013/
Hotel Terminus: The Life and Times of Klaus Barbie,Documentary,Documentary,267.0,Unrated,1988.0,11.0,1.0,7.8,872,Fresh,100.0,Upright,73.0,no,no,no,no,no,no,Marcel Ophuls,http://www.imdb.com/title/tt0095341/,//www.rottentomatoes.com/m/hotel_terminus_the_life_and_times_of_klaus_barbie/
Jade,Feature Film,Drama,95.0,R,1995.0,10.0,13.0,5.1,8999,Rotten,14.0,Spilled,27.0,no,no,no,no,yes,no,William Friedkin,http://www.imdb.com/title/tt0113451/,//www.rottentomatoes.com/m/jade/
Lethal Weapon,Feature Film,Drama,110.0,R,1987.0,3.0,6.0,7.6,184656,Certified Fresh,84.0,Upright,85.0,no,no,no,no,no,no,Richard Donner,http://www.imdb.com/title/tt0093409/,//www.rottentomatoes.com/m/lethal_weapon/
Closet Land,Feature Film,Mystery & Suspense,89.0,R,1991.0,3.0,6.0,7.2,2098,Rotten,44.0,Upright,86.0,no,no,no,no,no,no,Radha Bharadwaj,http://www.imdb.com/title/tt0101597/,//www.rottentomatoes.com/m/closet_land/
Cast Away,Feature Film,Drama,143.0,PG-13,2000.0,12.0,22.0,7.7,375820,Certified Fresh,90.0,Upright,83.0,no,no,yes,yes,yes,yes,Robert Zemeckis,http://www.imdb.com/title/tt0162222/,//www.rottentomatoes.com/m/cast_away/
Crocodile Dundee in Los Angeles,Feature Film,Action & Adventure,92.0,PG,2001.0,4.0,20.0,4.8,19187,Rotten,11.0,Spilled,25.0,no,no,no,no,no,no,Simon Wincer,http://www.imdb.com/title/tt0231402/,//www.rottentomatoes.com/m/crocodile_dundee_in_los_angeles/
Motorama,Feature Film,Drama,90.0,R,1992.0,3.0,28.0,6.4,1406,Fresh,60.0,Upright,61.0,no,no,no,no,no,no,Barry Shils,http://www.imdb.com/title/tt0104922/,//www.rottentomatoes.com/m/motorama/
Lost and Delirious,Feature Film,Drama,103.0,R,2001.0,7.0,20.0,7.0,16755,Rotten,51.0,Upright,78.0,no,no,no,no,no,no,Lea Pool,http://www.imdb.com/title/tt0245238/,//www.rottentomatoes.com/m/lost_and_delirious/
Antiviral,Feature Film,Drama,108.0,Unrated,2013.0,4.0,12.0,5.6,9003,Fresh,64.0,Spilled,40.0,no,no,no,no,no,no,Brandon Cronenberg,http://www.imdb.com/title/tt2099556/,//www.rottentomatoes.com/m/antiviral/
Class Action,Feature Film,Mystery & Suspense,110.0,R,1991.0,3.0,15.0,6.3,5014,Fresh,75.0,Spilled,51.0,no,no,yes,no,no,no,Michael Apted,http://www.imdb.com/title/tt0101590/,//www.rottentomatoes.com/m/1034008-class_action/
The Pit and the Pendulum,Feature Film,Horror,97.0,R,1991.0,6.0,27.0,6.1,2818,Rotten,56.0,Spilled,40.0,no,no,no,no,no,no,Stuart Gordon,http://www.imdb.com/title/tt0100369/,//www.rottentomatoes.com/m/1031984-pit_and_the_pendulum/
Man on Wire,Documentary,Documentary,94.0,PG-13,2008.0,1.0,22.0,7.9,38076,Certified Fresh,100.0,Upright,87.0,no,no,no,no,no,no,James Marsh,http://www.imdb.com/title/tt1155592/,//www.rottentomatoes.com/m/man_on_wire/
Madagascar: Escape 2 Africa,Feature Film,Action & Adventure,89.0,PG,2008.0,11.0,7.0,6.7,137405,Fresh,64.0,Upright,66.0,no,no,no,no,no,no,Tom McGrath,http://www.imdb.com/title/tt0479952/,//www.rottentomatoes.com/m/madagascar_escape_2_africa/
Failure to Launch,Feature Film,Drama,97.0,PG-13,2006.0,3.0,10.0,5.6,56361,Rotten,24.0,Spilled,52.0,no,no,yes,no,no,no,Tom Dey,http://www.imdb.com/title/tt0427229/,//www.rottentomatoes.com/m/failure_to_launch/
London to Brighton,Feature Film,Mystery & Suspense,85.0,R,2008.0,2.0,8.0,7.0,7244,Fresh,67.0,Upright,75.0,no,no,no,no,no,no,Paul Andrew Williams,http://www.imdb.com/title/tt0490166/,//www.rottentomatoes.com/m/london_to_brighton/
A Stranger Among Us,Feature Film,Drama,110.0,PG-13,1992.0,1.0,1.0,5.7,2701,Rotten,23.0,Spilled,40.0,no,no,no,no,no,no,Sidney Lumet,http://www.imdb.com/title/tt0105483/,//www.rottentomatoes.com/m/stranger_among_us/
Van Wilder: The Rise of Taj (Van Wilder 2),Feature Film,Comedy,97.0,R,2006.0,12.0,1.0,4.8,18712,Rotten,7.0,Spilled,38.0,no,no,no,no,no,no,Mort Nathan,http://www.imdb.com/title/tt0480271/,//www.rottentomatoes.com/m/van_wilder_2/
The Human Stain,Feature Film,Mystery & Suspense,106.0,R,2003.0,10.0,21.0,6.3,25054,Rotten,43.0,Spilled,49.0,no,no,yes,yes,yes,no,Robert Benton,http://www.imdb.com/title/tt0308383/,//www.rottentomatoes.com/m/human_stain/
Woo,Feature Film,Comedy,84.0,R,1998.0,5.0,8.0,3.8,1510,Rotten,10.0,Upright,63.0,no,no,no,no,no,no,Tommy Davidson,http://www.imdb.com/title/tt0120531/,//www.rottentomatoes.com/m/woo/
The Black Stallion,Feature Film,Action & Adventure,118.0,G,1979.0,10.0,17.0,7.4,8544,Fresh,88.0,Upright,83.0,no,no,no,no,no,no,Carroll Ballard,http://www.imdb.com/title/tt0078872/,//www.rottentomatoes.com/m/black_stallion/
Savior,Feature Film,Drama,103.0,R,1998.0,11.0,20.0,7.3,8561,Rotten,56.0,Upright,81.0,no,no,no,no,no,no,Predrag Antonijevic,http://www.imdb.com/title/tt0120070/,//www.rottentomatoes.com/m/savior/
Project X,Feature Film,Drama,88.0,R,2012.0,3.0,2.0,6.7,151934,Rotten,28.0,Upright,61.0,no,no,no,no,no,no,Jonathan Kaplan,http://www.imdb.com/title/tt1636826/,//www.rottentomatoes.com/m/project_x_2011/
Bottle Rocket,Feature Film,Drama,91.0,R,1996.0,2.0,23.0,7.1,52449,Certified Fresh,85.0,Upright,80.0,no,no,no,no,no,no,Wes Anderson,http://www.imdb.com/title/tt0115734/,//www.rottentomatoes.com/m/bottle_rocket/
At First Sight,Feature Film,Drama,128.0,PG-13,1999.0,1.0,15.0,5.9,11001,Rotten,32.0,Spilled,46.0,no,no,no,no,no,no,Irwin Winkler,http://www.imdb.com/title/tt0132512/,//www.rottentomatoes.com/m/1084607-at_first_sight/
Session 9,Feature Film,Drama,100.0,R,2001.0,8.0,10.0,6.5,42613,Fresh,63.0,Upright,64.0,no,no,no,no,no,no,Brad Anderson,http://www.imdb.com/title/tt0261983/,//www.rottentomatoes.com/m/session_9/
Liz & Dick,TV Movie,Drama,88.0,Unrated,2012.0,1.0,1.0,4.1,3505,Rotten,33.0,Spilled,19.0,no,no,no,no,no,no,Lloyd Kramer,http://www.imdb.com/title/tt2375255/,//www.rottentomatoes.com/m/liz_and_dick/
The Devil's Rejects,Feature Film,Horror,107.0,R,2005.0,7.0,22.0,6.9,74294,Rotten,53.0,Upright,78.0,no,no,no,no,no,no,Rob Zombie,http://www.imdb.com/title/tt0395584/,//www.rottentomatoes.com/m/devils_rejects/
Surviving Progress,Documentary,Documentary,86.0,G,2012.0,4.0,6.0,7.5,1480,Fresh,75.0,Upright,80.0,no,no,no,no,no,no,Mathieu Roy,http://www.imdb.com/title/tt1462014/,//www.rottentomatoes.com/m/surviving_progress_2011/
The Squeeze,Feature Film,Action & Adventure,101.0,PG-13,1987.0,7.0,10.0,4.5,703,Rotten,17.0,Spilled,33.0,no,no,no,no,no,no,Roger Young,http://www.imdb.com/title/tt0094021/,//www.rottentomatoes.com/m/1019743-squeeze/
Kindergarten Cop,Feature Film,Action & Adventure,111.0,PG-13,1990.0,12.0,21.0,6.0,103789,Rotten,51.0,Spilled,51.0,no,no,no,no,no,no,Ivan Reitman,http://www.imdb.com/title/tt0099938/,//www.rottentomatoes.com/m/kindergarten_cop/
In the Loop,Feature Film,Art House & International,106.0,Unrated,2009.0,7.0,24.0,7.5,42842,Certified Fresh,94.0,Upright,81.0,no,no,no,no,no,no,Armando Iannucci,http://www.imdb.com/title/tt1226774/,//www.rottentomatoes.com/m/in_the_loop/
Cypher,Feature Film,Action & Adventure,95.0,R,2002.0,10.0,7.0,6.8,26731,Rotten,58.0,Upright,65.0,no,no,no,no,no,no,Vincenzo Natali,http://www.imdb.com/title/tt0284978/,//www.rottentomatoes.com/m/cypher/
Love and Death,Feature Film,Drama,85.0,PG,1975.0,6.0,10.0,7.8,26628,Fresh,100.0,Upright,90.0,no,no,no,yes,yes,no,Woody Allen,http://www.imdb.com/title/tt0073312/,//www.rottentomatoes.com/m/love_and_death/
Happy Gilmore,Feature Film,Comedy,92.0,PG-13,1996.0,2.0,16.0,7.0,149437,Fresh,60.0,Upright,85.0,no,no,no,no,no,no,Dennis Dugan,http://www.imdb.com/title/tt0116483/,//www.rottentomatoes.com/m/happy_gilmore/
Catch a Fire,Feature Film,Drama,101.0,PG-13,2006.0,10.0,27.0,6.7,9291,Certified Fresh,76.0,Upright,71.0,no,no,no,no,no,no,Phillip Noyce,http://www.imdb.com/title/tt0437232/,//www.rottentomatoes.com/m/catch_a_fire/
Run Lola Run,Feature Film,Drama,81.0,R,1999.0,6.0,18.0,7.8,157701,Certified Fresh,93.0,Upright,90.0,no,no,no,no,no,no,Tom Tykwer,http://www.imdb.com/title/tt0130827/,//www.rottentomatoes.com/m/run_lola_run/
Funny Farm,Feature Film,Comedy,101.0,PG,1988.0,6.0,3.0,6.1,14901,Fresh,67.0,Spilled,50.0,no,no,no,no,yes,no,George Roy Hill,http://www.imdb.com/title/tt0095188/,//www.rottentomatoes.com/m/1007990-funny_farm/
Winter Kills,Feature Film,Mystery & Suspense,97.0,R,1977.0,1.0,1.0,6.4,1361,Fresh,86.0,Spilled,51.0,no,no,yes,no,no,no,William Richert,http://www.imdb.com/title/tt0080139/,//www.rottentomatoes.com/m/winter-kills/
Waking Life,Feature Film,Drama,99.0,R,2001.0,1.0,19.0,7.8,47065,Certified Fresh,80.0,Upright,87.0,no,no,no,no,no,no,Richard Linklater,http://www.imdb.com/title/tt0243017/,//www.rottentomatoes.com/m/waking_life/
An Ideal Husband,Feature Film,Comedy,97.0,PG-13,1999.0,6.0,18.0,6.9,12606,Certified Fresh,85.0,Upright,69.0,no,no,no,yes,no,no,Oliver Parker,http://www.imdb.com/title/tt0122541/,//www.rottentomatoes.com/m/1091577-ideal_husband/
Being John Malkovich,Feature Film,Drama,112.0,R,1999.0,10.0,29.0,7.8,246587,Certified Fresh,93.0,Upright,87.0,no,no,no,no,no,no,Spike Jonze,http://www.imdb.com/title/tt0120601/,//www.rottentomatoes.com/m/being_john_malkovich/
Secondhand Lions,Feature Film,Drama,111.0,PG,2003.0,9.0,19.0,7.6,42208,Rotten,59.0,Upright,84.0,no,no,yes,no,no,no,Tim McCanlies,http://www.imdb.com/title/tt0327137/,//www.rottentomatoes.com/m/secondhand_lions/
Politiki Kouzina (A Touch of Spice),Feature Film,Drama,108.0,Unrated,2003.0,10.0,24.0,7.6,9216,Rotten,31.0,Upright,86.0,no,no,no,no,no,no,Tassos Boulmetis,http://www.imdb.com/title/tt0378897/,//www.rottentomatoes.com/m/politiki-kouzina-a-touch-of-spice/
Hellboy II: The Golden Army (Hellboy 2),Feature Film,Action & Adventure,120.0,PG-13,2008.0,6.0,28.0,7.0,201787,Certified Fresh,85.0,Upright,71.0,no,no,no,no,no,no,Guillermo del Toro,http://www.imdb.com/title/tt0411477/,//www.rottentomatoes.com/m/hellboy_2_the_golden_army/
The Return of the Pink Panther,Feature Film,Mystery & Suspense,113.0,G,1975.0,5.0,21.0,7.1,19000,Fresh,89.0,Upright,82.0,no,no,no,no,no,no,Blake Edwards,http://www.imdb.com/title/tt0072081/,//www.rottentomatoes.com/m/return_of_the_pink_panther/
Love the Beast,Documentary,Documentary,92.0,R,2009.0,3.0,12.0,7.5,1799,Fresh,61.0,Upright,72.0,no,no,no,no,no,no,Eric Bana,http://www.imdb.com/title/tt1284028/,//www.rottentomatoes.com/m/love_the_beast/
200 Cigarettes,Feature Film,Drama,101.0,R,1999.0,2.0,26.0,5.9,12877,Rotten,28.0,Spilled,59.0,no,no,no,no,no,no,Risa Bramon Garcia,http://www.imdb.com/title/tt0137338/,//www.rottentomatoes.com/m/200_cigarettes/
The Wild Geese,Feature Film,Drama,134.0,R,1978.0,11.0,11.0,6.8,9025,Fresh,60.0,Upright,76.0,no,no,no,no,no,no,Andrew V. McLaglen,http://www.imdb.com/title/tt0078492/,//www.rottentomatoes.com/m/wild_geese/
The Slumber Party Massacre,Feature Film,Horror,77.0,R,1982.0,11.0,12.0,5.7,5985,Rotten,36.0,Spilled,45.0,no,no,no,no,no,no,Amy Holden Jones,http://www.imdb.com/title/tt0084695/,//www.rottentomatoes.com/m/slumber_party_massacre/
Oliver & Company,Feature Film,Animation,74.0,G,1988.0,11.0,18.0,6.7,30886,Rotten,43.0,Upright,63.0,no,no,no,no,no,no,George Scribner,http://www.imdb.com/title/tt0095776/,//www.rottentomatoes.com/m/oliver_and_company/
No Mercy,Feature Film,Drama,106.0,R,1986.0,12.0,19.0,5.6,4970,Rotten,21.0,Spilled,29.0,no,no,no,no,no,no,Richard Pearce,http://www.imdb.com/title/tt0091637/,//www.rottentomatoes.com/m/1015199-no_mercy/
Imagining Argentina,Feature Film,Art House & International,107.0,R,2004.0,6.0,11.0,6.3,2732,Rotten,33.0,Upright,72.0,no,no,no,yes,no,no,Christopher Hampton,http://www.imdb.com/title/tt0314197/,//www.rottentomatoes.com/m/imagining_argentina/
Good Boy!,Feature Film,Comedy,87.0,PG,2003.0,10.0,10.0,5.1,3336,Rotten,44.0,Spilled,40.0,no,no,no,no,no,no,John Robert Hoffman,http://www.imdb.com/title/tt0326900/,//www.rottentomatoes.com/m/1126165-good_boy/
Speed,Feature Film,Mystery & Suspense,116.0,R,1994.0,6.0,10.0,7.2,252661,Certified Fresh,93.0,Upright,76.0,no,no,no,yes,no,no,Jan de Bont,http://www.imdb.com/title/tt0111257/,//www.rottentomatoes.com/m/1052692-1052692-speed/
Me and You and Everyone We Know,Feature Film,Drama,91.0,R,2005.0,6.0,24.0,7.4,30641,Certified Fresh,81.0,Upright,84.0,no,no,no,no,no,no,Miranda July,http://www.imdb.com/title/tt0415978/,//www.rottentomatoes.com/m/me_and_you_and_everyone_we_know/
Henry: Portrait of a Serial Killer,Feature Film,Drama,83.0,NC-17,1986.0,9.0,24.0,7.0,22601,Certified Fresh,86.0,Upright,71.0,no,no,no,no,no,no,John McNaughton,http://www.imdb.com/title/tt0099763/,//www.rottentomatoes.com/m/henry-portrait-of-a-serial-killer/
Someone to Watch over Me,Feature Film,Drama,106.0,R,1987.0,10.0,9.0,6.1,7076,Fresh,76.0,Spilled,42.0,no,no,no,no,no,no,Ridley Scott,http://www.imdb.com/title/tt0094008/,//www.rottentomatoes.com/m/someone_to_watch_over_me/
Grease,Feature Film,Other,110.0,PG,1978.0,6.0,1.0,7.2,161601,Certified Fresh,78.0,Upright,88.0,no,no,no,no,no,yes,Randal Kleiser,http://www.imdb.com/title/tt0077631/,//www.rottentomatoes.com/m/grease/
28 Days Later,Feature Film,Science Fiction & Fantasy,113.0,R,2003.0,6.0,27.0,7.6,285328,Certified Fresh,87.0,Upright,85.0,no,no,no,no,yes,no,Danny Boyle,http://www.imdb.com/title/tt0289043/,//www.rottentomatoes.com/m/28_days_later/
Normal,TV Movie,Drama,110.0,Unrated,2003.0,1.0,21.0,7.3,2598,Fresh,100.0,Upright,75.0,no,no,no,yes,no,no,Jane Anderson,http://www.imdb.com/title/tt0338290/,//www.rottentomatoes.com/m/normal/
Winter's Bone,Feature Film,Drama,100.0,R,2010.0,6.0,11.0,7.2,108598,Certified Fresh,94.0,Upright,76.0,yes,no,no,yes,no,no,Debra Granik,http://www.imdb.com/title/tt1399683/,//www.rottentomatoes.com/m/10012136-winters_bone/
Your Sister's Sister,Feature Film,Drama,90.0,R,2012.0,6.0,15.0,6.7,20655,Certified Fresh,83.0,Upright,66.0,no,no,no,no,no,no,Lynn Shelton,http://www.imdb.com/title/tt1742336/,//www.rottentomatoes.com/m/your_sisters_sister/
Sleepover,Feature Film,Comedy,89.0,PG,2004.0,7.0,9.0,5.3,12322,Rotten,15.0,Spilled,55.0,no,no,no,no,no,no,Joe Nussbaum,http://www.imdb.com/title/tt0368975/,//www.rottentomatoes.com/m/sleepover/
The Kingdom,Feature Film,Drama,110.0,R,2007.0,9.0,28.0,7.1,99192,Rotten,51.0,Upright,76.0,no,no,yes,no,no,no,Peter Berg,http://www.imdb.com/title/tt0431197/,//www.rottentomatoes.com/m/the_kingdom/
House on Haunted Hill,Feature Film,Mystery & Suspense,93.0,R,1999.0,10.0,29.0,5.6,44257,Rotten,28.0,Spilled,42.0,no,no,yes,no,no,no,William Malone,http://www.imdb.com/title/tt0185371/,//www.rottentomatoes.com/m/1093881-house_on_haunted_hill/
Patch Adams,Feature Film,Drama,115.0,PG-13,1998.0,12.0,25.0,6.7,77762,Rotten,22.0,Upright,74.0,no,no,yes,no,no,no,Tom Shadyac,http://www.imdb.com/title/tt0129290/,//www.rottentomatoes.com/m/patch_adams/
Harry Potter and the Chamber of Secrets,Feature Film,Science Fiction & Fantasy,161.0,PG,2002.0,11.0,15.0,7.4,368799,Certified Fresh,82.0,Upright,79.0,no,no,no,no,no,yes,Chris Columbus,http://www.imdb.com/title/tt0295297/,//www.rottentomatoes.com/m/harry_potter_and_the_chamber_of_secrets/
The Heavenly Kid,Feature Film,Drama,90.0,PG-13,1985.0,7.0,26.0,6.2,2830,Rotten,25.0,Upright,64.0,no,no,no,no,no,no,Cary Medoway,http://www.imdb.com/title/tt0089265/,//www.rottentomatoes.com/m/heavenly_kid/
Snow Flower And The Secret Fan,Feature Film,Art House & International,104.0,PG-13,2011.0,7.0,15.0,6.0,2960,Rotten,21.0,Spilled,48.0,no,no,no,no,no,no,Wayne Wang,http://www.imdb.com/title/tt1541995/,//www.rottentomatoes.com/m/snow_flower_and_the_secret_fan/
Apollo 18,Feature Film,Science Fiction & Fantasy,86.0,PG-13,2011.0,9.0,2.0,5.2,46233,Rotten,24.0,Spilled,23.0,no,no,no,no,no,no,Gonzalo Lopez-Gallego,http://www.imdb.com/title/tt1772240/,//www.rottentomatoes.com/m/apollo_18/
Total Eclipse,Feature Film,Art House & International,111.0,R,1995.0,11.0,3.0,6.5,9980,Rotten,25.0,Upright,61.0,no,no,no,no,no,no,Agnieszka Holland,http://www.imdb.com/title/tt0114702/,//www.rottentomatoes.com/m/total_eclipse/
Hoodlum,Feature Film,Drama,130.0,R,1997.0,8.0,27.0,6.2,8016,Rotten,45.0,Upright,66.0,no,no,no,no,no,no,Bill Duke,http://www.imdb.com/title/tt0119311/,//www.rottentomatoes.com/m/1078030-hoodlum/
National Security,Feature Film,Drama,88.0,PG-13,2003.0,1.0,17.0,5.6,37938,Rotten,11.0,Spilled,45.0,no,no,no,no,no,no,Dennis Dugan,http://www.imdb.com/title/tt0271668/,//www.rottentomatoes.com/m/national_security/
Down in the Valley,Feature Film,Other,108.0,R,2006.0,5.0,5.0,6.5,16480,Rotten,52.0,Spilled,54.0,no,no,no,no,no,no,David Jacobson,http://www.imdb.com/title/tt0398027/,//www.rottentomatoes.com/m/down_in_the_valley/
Young Adult,Feature Film,Drama,94.0,R,2011.0,12.0,16.0,6.3,63219,Certified Fresh,80.0,Spilled,49.0,no,no,no,yes,no,no,Jason Reitman,http://www.imdb.com/title/tt1625346/,//www.rottentomatoes.com/m/young_adult/
The Man Who Sued God,Feature Film,Drama,97.0,R,2001.0,10.0,25.0,6.5,4251,Fresh,71.0,Spilled,59.0,no,no,no,no,no,no,Mark Joffe,http://www.imdb.com/title/tt0268437/,//www.rottentomatoes.com/m/man_who_sued_god/
Compliance,Feature Film,Drama,90.0,R,2012.0,8.0,17.0,6.4,23697,Certified Fresh,89.0,Upright,60.0,no,no,no,no,no,no,Craig Zobel,http://www.imdb.com/title/tt1971352/,//www.rottentomatoes.com/m/compliance_2012/
I Spit On Your Grave,Feature Film,Horror,108.0,R,2010.0,10.0,8.0,6.3,53675,Rotten,34.0,Spilled,48.0,no,no,no,no,no,no,Steven R. Monroe,http://www.imdb.com/title/tt1242432/,//www.rottentomatoes.com/m/i_spit_on_your_grave_2010/
Maniac,Feature Film,Drama,87.0,R,1980.0,1.0,1.0,6.5,9787,Rotten,43.0,Spilled,58.0,no,no,no,no,no,no,William Lustig,http://www.imdb.com/title/tt0081114/,//www.rottentomatoes.com/m/maniac_1980/
Dog Park,Feature Film,Comedy,91.0,R,1998.0,6.0,1.0,5.1,1978,Rotten,36.0,Spilled,28.0,no,no,no,no,no,no,Bruce McCulloch,http://www.imdb.com/title/tt0129884/,//www.rottentomatoes.com/m/dog_park/
The Brothers Solomon,Feature Film,Comedy,93.0,R,2007.0,9.0,7.0,5.3,9370,Rotten,15.0,Spilled,31.0,no,no,no,no,no,no,Bob Odenkirk,http://www.imdb.com/title/tt0784972/,//www.rottentomatoes.com/m/brothers_solomon/
Maurice,Feature Film,Drama,140.0,R,1987.0,9.0,1.0,7.8,10380,Fresh,91.0,Upright,87.0,no,no,no,no,no,no,James Ivory,http://www.imdb.com/title/tt0093512/,//www.rottentomatoes.com/m/maurice/
The Last Boy Scout,Feature Film,Drama,105.0,R,1991.0,12.0,13.0,6.9,73280,Rotten,42.0,Upright,68.0,no,no,no,no,no,no,Tony Scott,http://www.imdb.com/title/tt0102266/,//www.rottentomatoes.com/m/last_boy_scout/
Alligator,Feature Film,Science Fiction & Fantasy,91.0,R,1980.0,1.0,1.0,5.9,7656,Fresh,67.0,Spilled,47.0,no,no,no,no,no,no,Lewis Teague,http://www.imdb.com/title/tt0080354/,//www.rottentomatoes.com/m/alligator/
Jennifer 8,Feature Film,Mystery & Suspense,124.0,R,1992.0,11.0,6.0,6.2,11855,Rotten,39.0,Spilled,37.0,no,no,no,no,no,no,Bruce Robinson,http://www.imdb.com/title/tt0104549/,//www.rottentomatoes.com/m/jennifer_8/
RoboCop,Feature Film,Drama,102.0,R,1987.0,7.0,17.0,7.5,172765,Certified Fresh,88.0,Upright,83.0,no,no,no,no,no,no,Paul Verhoeven,http://www.imdb.com/title/tt0093870/,//www.rottentomatoes.com/m/1017712-robocop/
